undermining,0.0,9.584664536741214E-4,
frowning,0.0,3.194888178913738E-4,
mistreat,0.0018873859704309531,9.584664536741214E-4,
flashier,0.0,6.389776357827476E-4,
spilling,3.1456432840515884E-4,9.584664536741214E-4,
unavailable,0.0015728216420257944,3.194888178913738E-4,
kristopherson,0.0,3.194888178913738E-4,
abrupt,0.004403900597672224,0.004792332268370607,
salary,3.1456432840515884E-4,3.194888178913738E-4,
pretend,0.005662157911292859,0.013738019169329074,
childs,3.1456432840515884E-4,9.584664536741214E-4,
inflatable,3.1456432840515884E-4,0.0,
guards,0.0034602076124567475,0.004792332268370607,
commends,6.291286568103177E-4,0.0,
myriel,0.0,3.194888178913738E-4,
mongomery,3.1456432840515884E-4,0.0,
coals,3.1456432840515884E-4,0.0,
avant,0.0012582573136206354,0.0022364217252396168,
milktoast,0.0,3.194888178913738E-4,
blasts,6.291286568103177E-4,6.389776357827476E-4,
karisma,6.291286568103177E-4,3.194888178913738E-4,
esthetical,9.436929852154766E-4,0.001597444089456869,
tographers,0.002201950298836112,0.001597444089456869,
spreading,0.0012582573136206354,0.0012779552715654952,
pixelated,3.1456432840515884E-4,3.194888178913738E-4,
carriers,3.1456432840515884E-4,0.0,
prankster,3.1456432840515884E-4,0.0,
sigourney,3.1456432840515884E-4,0.0012779552715654952,
confucious,3.1456432840515884E-4,0.0,
compassionate,0.0037747719408619063,6.389776357827476E-4,
depictions,0.0012582573136206354,0.0019169329073482429,
pouvoir,0.0,3.194888178913738E-4,
somberness,3.1456432840515884E-4,0.0,
dismayed,6.291286568103177E-4,3.194888178913738E-4,
signposted,0.0,3.194888178913738E-4,
malden,0.0012582573136206354,3.194888178913738E-4,
remar,0.03240012582573136,0.01597444089456869,
fishburne,0.0018873859704309531,0.001597444089456869,
bogus,0.0012582573136206354,6.389776357827476E-4,
flit,6.291286568103177E-4,6.389776357827476E-4,
upholstery,3.1456432840515884E-4,0.0,
flix,0.0031456432840515887,0.004153354632587859,
duckies,3.1456432840515884E-4,0.0,
1000,0.0018873859704309531,0.002875399361022364,
fontana,9.436929852154766E-4,0.0,
stoning,3.1456432840515884E-4,0.0,
result,0.036489462094998426,0.04376996805111821,
flic,0.058508965083359545,0.07955271565495207,
clappers,3.1456432840515884E-4,0.0,
myrick,0.0,3.194888178913738E-4,
resuscitation,3.1456432840515884E-4,0.0,
after,0.23214847436300723,0.24089456869009584,
flip,0.0050330292544825414,0.00670926517571885,
staircase,0.0018873859704309531,9.584664536741214E-4,
resume,0.0031456432840515887,0.004792332268370607,
barricade,0.0,3.194888178913738E-4,
garland,0.002201950298836112,9.584664536741214E-4,
posture,6.291286568103177E-4,9.584664536741214E-4,
visualizing,6.291286568103177E-4,0.0,
truncated,3.1456432840515884E-4,6.389776357827476E-4,
eating,0.03586033343818811,0.04600638977635783,
conrad,0.0028310789556464295,0.0019169329073482429,
gripping,0.010066058508965083,0.0022364217252396168,
reconfirmed,3.1456432840515884E-4,0.0,
stasis,3.1456432840515884E-4,0.0,
whilhelm,3.1456432840515884E-4,0.0,
outdoors,0.0,6.389776357827476E-4,
sunset,0.0025165146272412707,0.0025559105431309905,
hobnobbing,3.1456432840515884E-4,0.0,
information,0.012268008807801196,0.010223642172523962,
sinuses,0.0,3.194888178913738E-4,
schumann,3.1456432840515884E-4,0.0,
adrian,0.0031456432840515887,9.584664536741214E-4,
britannia,0.0,3.194888178913738E-4,
blustering,6.291286568103177E-4,0.0,
straining,3.1456432840515884E-4,6.389776357827476E-4,
100b,0.0,6.389776357827476E-4,
sufferer,6.291286568103177E-4,3.194888178913738E-4,
uprising,9.436929852154766E-4,9.584664536741214E-4,
